id,empresa,cnpj,cidade,estado,distancia_km_aracatuba,categoria,linha,produto_provavel,produto_secundario,justificativa_produto,potencial,consumo_estimado,tipo_operacao,o_que_fabrica_constroi,obras_atuais,comprador,telefone,whatsapp,email,site,endereco,fonte,data_pesquisa,ultimo_contato,status,proximo_contato,ultima_compra,crm,vendedor,situacao,proxima_acao,necessidade_identificada,motivo_prospect,abordagem,observacoes_comerciais,indicacao
ARA-058,"Aço Rio","Não identificado","São José do Rio Preto",SP,135,"Corte e dobra","Ferro para construção","CA-50; Vergalhão","Estribos; Treliças; Telas metálicas; Ferragem armada","FATO: site acoriopreto.com.br — armação e instalação de ferragem; lista vergalhões, estribos, treliças, viga armada e ferragem armada.",Alto,Alto,"Corte/dobra/armação de ferragem para construção","Ferragem armada e elementos estruturais sob medida","Não identificado (foco pequenas/médias obras)","Não identificado","(17) 3238-3191","Não identificado","Não identificado",https://www.acoriopreto.com.br/,"Estrada Vicinal João Parise, 2020 — São José do Rio Preto/SP",acoriopreto.com.br,08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Ligar: volume mensal de CA-50/60 e fornecedor atual","Matéria-prima contínua para armação","CD real de armadura em SJRP (~135 km) — complementar Tornofer (chapa)","Oferta CA-50/60 + treliças. Diferenciar de Tornofer (chapa/laser).","Agrupar rota SJRP com Tornofer e Cia. do Aço.",
ARA-059,"Cia. do Aço — Rede ArcelorMittal Rio Preto","Não identificado","São José do Rio Preto",SP,135,"Corte e dobra","Ferro para construção; Carbono","CA-50 / vergalhão Belgo; Ferro cortado e dobrado","Colunas prontas; Telas; Treliças; Chapas; Tubos; Perfis; Telhas","FATO: site ciadoaco.com.br — distribuidor ArcelorMittal; serviço explícito de ferro cortado e dobrado; linha construção + indústria + agro.",Alto,Alto,"Distribuição Rede ArcelorMittal + corte/dobra de ferro","Ferro cortado/dobrado, colunas prontas, estoque construção/indústria","Não identificado","Não identificado","(17) 3214-9030","Não identificado","Não identificado",https://www.ciadoaco.com.br/,"Av. Waldomiro Mazzocato, 376 — Dist. Ind. Dr. Ulisses Guimarães — São José do Rio Preto/SP — CEP 15092-604","ciadoaco.com.br; LinkedIn Cia. do Aço Rede ArcelorMittal",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Ligar: mapear mix CD vs revenda; volume de vergalhão processado","Vergalhão para CD + possível linha industrial (chapa/tubo)","Grande estoque + CD em SJRP; multiproduto construção/indústria","Abrir com CA-50 para a linha de corte/dobra; segundo passo chapas/tubos se houver demanda industrial.","⭐ MULTIPRODUTO. Pode haver sobreposição com Rossetti (mesma rede) — mapear território comercial.",
ARA-060,"Uniaço Ferro e Aço",20.640.545/0001-70,Penápolis,SP,45,Revenda,"Ferro para construção","CA-50 / vergalhão (revenda)","Estribos; Treliças H8/H12; Barras; Colunas","FATO: CNPJ ativo; listagens locais — loja de ferragens com vergalhão, estribos, treliças e colunas no Parque Industrial de Penápolis.",Médio,Médio,"Revenda de aço construção / ferragens","Comércio de vergalhão e ferragens para obra",N/A,"Não identificado","(18) 3652-1633 / (18) 3652-4757","Não identificado","Não identificado","Não identificado","Av. Pioneiro Antônio Rodrigues Boucinha, 591 — Parque Industrial — Penápolis/SP — CEP 16306-506","guiapj.com.br CNPJ 20.640.545/0001-70; listamais Uniaço Penápolis",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Ligar na rota Penápolis (junto com Rossetti): volume de vergalhão e fornecedor","Estoque de aço construção para revenda","Revenda de armadura a ~45 km — complementar Rossetti","Oferta CA-50/60 + treliças. Qualificar se fazem CD ou só revenda.","Se confirmarem corte/dobra, reclassificar para CD.",
ARA-061,"MEBRAS — Indústrias Reunidas","Não identificado",Catanduva,SP,130,Metalúrgica,"Carbono; Inox","Perfis; Chapa; Metalon","Tubo; Inox — Provável — validar (reservatórios)","FATO: site mebras.com.br — estruturas metálicas, reservatórios e equipamentos industriais; atende indústria alimentícia/agro.",Alto,Alto,"Fabricação de estruturas metálicas e equipamentos industriais","Estruturas, reservatórios de água/combustível, equipamentos","Não identificado (carteira nacional)","Não identificado","(17) 3522-9036","(17) 3522-9036",mebras@mebras.com.br,https://mebras.com.br/,"Rua Lucélia, 430 — Jd. Del Rey — Catanduva/SP — CEP 15802-050",mebras.com.br,08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"E-mail/WhatsApp: mapear espessuras de chapa/perfil e volume mensal","Aço estrutural e chapa para estruturas/reservatórios","Âncora industrial de Catanduva (~130 km)","Abordagem industrial (não varejo). Perguntar mix carbono vs inox.","⭐ MULTIPRODUTO. Rota Catanduva com Metallaser.",
ARA-062,"Metallaser Catanduva — Corte, Dobra e Comércio de Aço",45.954.099/0001-07,Catanduva,SP,130,"Corte e dobra",Carbono,"Chapa; Bobina","Não identificado","FATO: CNPJ ativo; CNAE serviço de corte e dobra de metais; comércio de produtos siderúrgicos — tipicamente chapa, NÃO vergalhão.",Médio,Médio,"Corte e dobra de chapa + comércio de aço","Peças em chapa sob medida",N/A,"Não identificado","(17) 3522-0921","Não identificado","Não identificado","Não identificado","Rua Estrela D'Oeste, 12 — Sala 01 — Vila São Luiz — Catanduva/SP — CEP 15803-018","mestregeo.com.br CNPJ 45.954.099/0001-07",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Ligar: espessuras e volume de chapa; fornecedor atual","Chapa para corte/dobra","Centro de serviço de chapa em Catanduva — não confundir com CD de armadura","Classificar como M (chapa). Oferta bobina/chapa.","ME (2022). Fora do funil CD.",
ARA-063,"Rorato Produtos de Aço","Não identificado",Uchoa,SP,145,"Corte e dobra",Carbono,"Chapa aço carbono; Bobina","Não identificado","FATO: site rorato.com.br — corte a laser (chapas até 50,8 mm), dobra CNC, oxicorte; atende SJRP/Catanduva/Uchoa com frota própria.",Alto,Alto,"Centro de serviço — laser/dobra CNC de chapa","Peças cortadas/dobradas; painéis e peças especiais em aço carbono","N/A — produção sob demanda","Não identificado","(17) 99784-2112 / (17) 3222-2135","(17) 99784-2112",fabrica@rorato.com.br,https://rorato.com.br/,"Rua Eder José Stocco, 18 — Distrito Industrial II — Uchoa/SP — CEP 15890-000","rorato.com.br; guiatelefone Rorato Uchoa",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"WhatsApp fabrica@rorato: espessuras e volume mensal de chapa","Chapas espessas para laser (até ~50 mm)","Grande transformador de chapa entre SJRP e Catanduva (~145 km)","NÃO tratar como CD de vergalhão. Oferta chapa carbono espessa.","Desde 2003. Rota SJRP–Uchoa–Catanduva.",
ARA-064,"Esmeva Estruturas Metálicas / Construtora",17.357.319/0001-71,Fernandópolis,SP,155,Metalúrgica,Carbono,"Perfis; Metalon; Chapa","Tubo; Telha — Provável — validar","FATO: CNPJ Esmeva Construtora Ltda; listagens — estruturas metálicas em Fernandópolis (Rod. SP-320).",Médio,Médio,"Estruturas metálicas / construção","Estruturas metálicas","Não identificado","Não identificado","(17) 3442-1919","(17) 99715-2345",esmeva.ems@hotmail.com,"Não identificado","Rodovia SP-320, km 549,8 — Jardim Iguatemi — Fernandópolis/SP","solutudo Esmeva; guiatelefone Esmeva Estruturas Metálicas",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"WhatsApp: kit estrutura (perfis/metalon) + volume","Aço estrutural para fabricação/montagem","Preencher eixo Fernandópolis (~155 km)","Oferta metalon + perfis; qualificar porte antes de visita.","Há endereço comercial Av. Literio Grecco, 221 — confirmar unidade fabril.",
ARA-065,"Grupo MBrasil — Estruturas Metálicas",31.743.577/0001-17,Marília,SP,160,Metalúrgica,Carbono,"Perfis; Chapa; Metalon","Tubo; Telha / fechamentos — Provável — validar","FATO: site grupombrasil.com — +50 anos; fabricação e montagem de estruturas metálicas industriais/comerciais; obras de grande porte (ex.: Jacto, Coca-Cola Marília).",Alto,Alto,"Fabricação e montagem de estruturas metálicas","Estruturas industriais, coberturas, mezaninos, venezianas industriais","Carteira nacional/internacional (ex.: shopping, indústrias)","Não identificado (ex.: Bruno Ambrósio — comercial, LinkedIn)","(14) 3408-2610 / (14) 3425-2277","Não identificado",contato@grupombrasil.com,https://grupombrasil.com/,"Av. Eugênio Coneglian, 1996 — Distrito Industrial — Marília/SP — CEP 17512-050",grupombrasil.com,08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"E-mail contato@grupombrasil.com: mapear mix chapa/perfil e fornecedor","Aço estrutural contínuo para projetos de grande porte","Grande fabricante em Marília (~160 km) — âncora com Maridobras","Abordagem industrial. Perguntar bitolas e prazo de obra em carteira.","⭐ MULTIPRODUTO + MULTIOPORTUNIDADE. Âncora da rota Marília.",
ARA-066,"Ferro e Cia — Serralheria e Estruturas Metálicas","Não identificado",Lins,SP,110,Metalúrgica,Carbono,"Metalon; Tubo; Chapa","Perfis; Barras","FATO: listagens Solutudo/Guia Fácil — serralheria e estruturas metálicas em Lins.",Baixo,Baixo,"Serralheria / estruturas leves","Serralheria e estruturas metálicas","Não identificado","Não identificado","(14) 3523-5497","(14) 3523-5497","Não identificado","Não identificado","Rua Kiyoshi Tokumoto, 707 — Vila Cinquentenário — Lins/SP — CEP 16403-244","solutudo Serralheria Ferro e Cia Lins; guiafacil",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"WhatsApp: qualificar volume antes de deslocar","Metalon/tubo — validar volume","Preencher eixo Lins (~110 km) na rota intermediária","Só priorizar se rota Lins/Marília já estiver montada.","Lead B até confirmar porte.",
ARA-067,"Lacerda Ferragens — Corte e Dobra de Chapas",13.319.200/0001-53,Votuporanga,SP,140,"Corte e dobra",Carbono,"Chapa aço","Ferragens — Provável — validar","FATO: CNPJ ativo; listagens — corte e dobra de chapas de aço + comércio de ferragens em Votuporanga.",Médio,Médio,"Corte/dobra de chapa + ferragens","Peças em chapa; revenda de ferragens",N/A,"Não identificado","(17) 3423-5988","Não identificado","Não identificado","Não identificado","Av. Olívio Commar, 3952 — 8º Distrito Empresarial — Votuporanga/SP — CEP 15506-106","guiapj.com.br CNPJ 13.319.200/0001-53; metalmecanica Lacerda",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Ligar: espessuras de chapa e volume mensal","Chapa para corte/dobra","Centro de serviço de chapa em Votuporanga (~140 km)","Classificar como M (chapa). Fora do funil CD de armadura.","CNAE principal varejo de ferragens — validar peso do serviço de corte/dobra.",
ARA-068,"Ferrowam — Aço cortado, dobrado e armado","Não identificado","São José do Rio Preto",SP,135,"Corte e dobra","Ferro para construção","CA-50; CA-60 (vergalhão cortado/dobrado)","Telas; Treliças; Colunas pop; Estacas; Arame","FATO: site ferrowam.com.br — +35 anos em SJRP; aço cortado/dobrado/armado; parceria CSN; linha completa CA-50/60 e ferragem.",Alto,Alto,"Corte, dobra e armação de aço construção","Vergalhão cortado/dobrado, colunas, telas, treliças, estacas","Atende obras locais e nacionais (histórico público no site)","Não identificado","(17) 3224-9990","Não identificado","Não identificado",https://ferrowam.com.br/,"Av. Philadelpho Manoel Gouveia Netto, 1965 — Jardim Mona — São José do Rio Preto/SP — CEP 15050-006","ferrowam.com.br; listamais Ferrowam SJRP",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Ligar: volume mensal CA-50/60 e se compram fora da CSN","Matéria-prima contínua para CD/armação","CD âncora em SJRP (~135 km) — prioridade da 3ª onda","Posicionar como fornecedor complementar de CA-50/60 bobina/reto. Não competir no varejo da obra.","⭐ MULTIPRODUTO. Rota SJRP com AçoRio / Cia. do Aço / Tornofer.",
ARA-069,"CPA — Central Paulista Distribuidora de Aço",67.377.424/0001-40,Bauru,SP,190,"Corte e dobra","Ferro para construção","CA-50 / vergalhão (corte e dobra + armadura pronta)","Telas soldadas; Treliças; Perfis; Laminados — Provável — validar","FATO: site cpabauru.com.br — corte e dobra de vergalhão e armadura pronta; CNPJ ativo com CNAE de armações metálicas + corte/dobra.",Alto,Alto,"Distribuição + corte/dobra/armadura pronta","Peças cortadas/dobradas e armadura pronta sob projeto","Não identificado","Não identificado","(14) 3239-3333","(14) 99774-1764",cpaferroeaco@gmail.com,http://cpabauru.com.br/,"Rua Luiz Rosa de Lima, 6-51 — Jardim TV — Bauru/SP — CEP 17021-862","cpabauru.com.br; cirtrox CNPJ 67.377.424/0001-40",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"WhatsApp/e-mail: mapear bitolas e volume; frete Bauru↔região","Vergalhão para CD/armadura","CD de vergalhão em Bauru (~190 km) — borda do raio 200 km","Oferta CA-50/60. Avaliar se frete compete com fornecedor atual.","Limite de raio — priorizar se rota Marília/Assis/Bauru fizer sentido.",
ARA-070,"Deaço Comercial de Ferro e Aço",66.102.310/0001-25,Fernandópolis,SP,155,Revenda,"Ferro para construção; Carbono","Chapa; Perfis; Bobina","Telhas; Linha construção civil — Provável — validar mix vergalhão","FATO: site deaco.com.br — +35 anos; distribuição + corte a laser + perfis/chapas; LinkedIn cita corte/dobra de aços planos e longos; entrega Fernandópolis/Jales/Votuporanga/SJRP.",Alto,Alto,"Distribuição + centro de serviço (laser/corte/dobra)","Revenda e transformação de aço (chapa/perfil/telha)",N/A,"Não identificado","(17) 3465-1500","Não identificado","comercial@deaco.com.br / deaco@deaco.com.br",https://deaco.com.br/,"Av. Litério Grecco, 2561 — Jd. São Fernando — Fernandópolis/SP","deaco.com.br; LinkedIn Deaço",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"E-mail comercial: mix chapa vs construção; volume mensal","Chapas/bobinas e possível linha construção","Grande distribuidor multiproduto no eixo Fernandópolis (~155 km)","Abrir com chapa/bobina para laser; perguntar se trabalham vergalhão (reclassificar se CD).","⭐ MULTIPRODUTO. Âncora com Esmeva na rota Fernandópolis.",
ARA-071,"Noroaço Ferro e Aço — unidade S.J. Rio Preto","Não identificado","São José do Rio Preto",SP,135,Revenda,Carbono,"Chapa; Bobina; Tubos; Vigas","Telhas; Laminados; Plasma/oxicorte","FATO: site noroaco.com — rede multiunidade; linha tubos/vigas/telhas/laminados/chapas + plasma e oxicorte; unidade no Centro Industrial Pascutti.",Alto,Alto,"Distribuição atacado/varejo + corte plasma/oxicorte","Comércio e corte de aço industrial/construção",N/A,"Não identificado","(17) 3426-8600","(17) 99619-1331",noroacoriopreto@noroaco.com,https://noroaco.com/,"Rua Geraldo Pascutti, 630 — Centro Industrial Pascutti — São José do Rio Preto/SP — CEP 15077-386",noroaco.com/unidades,08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"WhatsApp: volume de chapa/tubo e fornecedor atual","Estoque industrial (chapa/tubo/perfil)","Distribuidor de rede em SJRP — compra recorrente","Oferta chapa/bobina/tubos. Validar se há linha de vergalhão.","Mesma rede Lins/Votuporanga — negociar conta regional.",
ARA-072,"Noroaço Ferro e Aço — unidade Lins (Guaiçara)","Não identificado",Guaiçara,SP,105,Revenda,Carbono,"Chapa; Tubos; Vigas; Laminados","Telhas; Plasma/oxicorte","FATO: unidade Noroaço na BR-153 em Guaiçara (polo Lins); mesma linha de produtos da rede.",Alto,Alto,"Distribuição + corte","Comércio e corte de aço",N/A,"Não identificado","(17) 3426-8600","(14) 99642-8382",noroacolins@norometal.com,https://noroaco.com/,"BR-153 — em frente à Polícia Federal — Guaiçara/SP — CEP 16430-000","noroaco.com/unidades (Lins)",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"WhatsApp na rota Lins: volume e mix","Aço industrial para revenda/corte","Unidade Noroaço a ~105 km (eixo Lins)","Agrupar com Ferro e Cia Lins na mesma rota.","Cidade Guaiçara (sede física); atendimento marca Lins.",
ARA-073,"Noroaço Ferro e Aço — unidade Votuporanga","Não identificado",Votuporanga,SP,140,Revenda,Carbono,"Chapa; Tubos; Vigas; Laminados","Telhas; Plasma/oxicorte","FATO: unidade Noroaço em Votuporanga com telefone e e-mail próprios na página de unidades.",Alto,Alto,"Distribuição + corte","Comércio e corte de aço",N/A,"Não identificado","(17) 3426-8600 / (17) 3426-8601","Não identificado",noroaco@noroaco.com,https://noroaco.com/,"Av. Alípio Rodero, 12276 — Centro Empresarial Maria dos Santos Facchini — Votuporanga/SP — CEP 15515-050","noroaco.com/unidades (Votuporanga)",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Ligar: volume chapa/tubo; cruzar com Lacerda na mesma cidade","Estoque industrial","Distribuidor de porte em Votuporanga (~140 km)","Oferta chapa/bobina; perguntar mix construção vs indústria.","Rota Votuporanga com Lacerda.",
ARA-074,"Norte Aço — Corte e Dobra de Metais",35.585.286/0001-07,"São José do Rio Preto",SP,135,"Corte e dobra",Carbono,"Chapa; Bobina","Não identificado","FATO: CNPJ Norte Aço Corte e Dobra de Metais Ltda; CNAE serviço de corte e dobra de metais — tipicamente chapa.",Médio,Médio,"Corte e dobra de metais (chapa)","Peças em chapa sob medida",N/A,"Não identificado","(17) 3513-1700","Não identificado","Não identificado","Não identificado","Av. Doutor Ernani Pires Domingues, 1010 — Jardim Vale do Sol — São José do Rio Preto/SP — CEP 15045-105","mestregeo.com.br CNPJ 35.585.286/0001-07",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Ligar: confirmar chapa vs vergalhão; volume","Chapa para corte/dobra","Centro de serviço em SJRP — complementar Tornofer/Rorato","Classificar como M até validar. Fora do funil CD se for chapa.","ME (2019).",
ARA-075,"Ferro e Aço Altasfer","Não identificado",Tupã,SP,155,Revenda,"Ferro para construção","Linha construção / ferro e aço — Provável — validar","Não identificado","FATO: listada em guia local Tupã Online como Ferro e Aço Altasfer com telefone e endereço.",Médio,Médio,"Comércio de ferro e aço","Revenda de aço — validar portfólio",N/A,"Não identificado","(14) 3496-1110","Não identificado","Não identificado","Não identificado","Av. Tabajaras, 1695 — Tupã/SP","tupaonline.com.br (Metais e Metalúrgicas)",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Ligar: confirmar se vende vergalhão/chapa e volume","Validar mix","Âncora de ferro/aço em Tupã (~155 km)","Qualificar portfólio antes de oferta.","Cluster Tupã com Fumiya/Jocec/Metal Souza.",
ARA-076,"Estribos Fumiya","Não identificado",Tupã,SP,155,"Corte e dobra","Ferro para construção","CA-50 / CA-60 (estribos / ferragem)","Não identificado","FATO: listada em Tupã Online como Estribos Fumiya — nome indica fabricação de estribos (consumo típico de vergalhão).",Médio,Médio,"Fabricação de estribos / ferragem leve","Estribos e ferragem — validar","Não identificado","Não identificado","(14) 99603-3960","(14) 99603-3960","Não identificado","Não identificado","Av. Francisco Lagustera, 1744 — Tupã/SP","tupaonline.com.br (Metais e Metalúrgicas)",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"WhatsApp: confirmar bitolas e volume mensal de vergalhão","Vergalhão para estribos","Possível CD leve de armadura em Tupã","Oferta CA-50/60 fino. Validar se só estribo ou linha completa.","Classificação CD por evidência de produto; confirmar no primeiro contato.",
ARA-077,"Jocec Produtos Metalúrgicos","Não identificado",Tupã,SP,155,Metalúrgica,Carbono,"Chapa; Metalon; Barras — Provável — validar","Não identificado","FATO: listada em Tupã Online como produtos metalúrgicos com telefone e endereço na vicinal Tupã–Juliânia.",Médio,Médio,"Produtos metalúrgicos","Artefatos metalúrgicos — validar",N/A,"Não identificado","(14) 3404-4111","Não identificado","Não identificado","Não identificado","Vicinal Tupã–Juliânia, 685 — Tupã/SP","tupaonline.com.br (Metais e Metalúrgicas)",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Ligar: mapear produto final e matéria-prima","Validar linha de aço","Metalúrgica ativa em Tupã","Qualificar antes de ofertar.","Lead B até confirmar porte.",
ARA-078,"Metal Souza","Não identificado",Tupã,SP,155,Metalúrgica,Carbono,"Chapa; Metalon — Provável — validar","Não identificado","FATO: listada em Tupã Online entre metais/metalúrgicas com telefone.",Baixo,Baixo,"Metalúrgica — validar","Não identificado",N/A,"Não identificado","(14) 3441-1964","Não identificado","Não identificado","Não identificado","Rua México, 1505 — Tupã/SP","tupaonline.com.br (Metais e Metalúrgicas)",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Ligar só se rota Tupã ativa; qualificar volume",Validar,"Preencher densidade em Tupã","Qualificar porte antes de visita.","Lead não priorizado até validação.",
ARA-079,"WG Metalúrgica Ito","Não identificado",Tupã,SP,155,Metalúrgica,Carbono,"Chapa; Metalon — Provável — validar","Não identificado","FATO: listada em Tupã Online como metalúrgica com celular.",Baixo,Baixo,"Metalúrgica — validar","Não identificado",N/A,"Não identificado","(14) 99723-4570","(14) 99723-4570","Não identificado","Não identificado","Rua Nhambiquaras Norte, 990 — Tupã/SP","tupaonline.com.br (Metais e Metalúrgicas)",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"WhatsApp: o que fabricam e volume de aço",Validar,"Metalúrgica local em Tupã","Qualificar antes de oferta.","Lead B.",
ARA-080,"Bras Estruturas Metálicas e Serralheria",26.361.373/0001-81,"Novo Horizonte",SP,145,Metalúrgica,Carbono,"Metalon; Tubo; Chapa","Ferragens — Provável — validar","FATO: CNPJ ativo; CNAEs de estruturas metálicas, serralheria e armações; telefone público.",Médio,Médio,"Estruturas metálicas / serralheria","Estruturas e artigos de serralheria","Não identificado","Não identificado","(17) 3543-3535","Não identificado","Não identificado","Não identificado","Estrada Juliano de Oliveira Mestriner, 130 — Estiva — Novo Horizonte/SP — CEP 14960-000","mestregeo.com.br CNPJ 26.361.373/0001-81",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Ligar: kit metalon/perfis e volume","Aço para estruturas/serralheria","Preencher Novo Horizonte (~145 km)","Oferta metalon + chapa; qualificar porte.","ME. Rota Novo Horizonte–Catanduva.",
ARA-081,"JRB Montagens de Estruturas Metálicas","Não identificado","Novo Horizonte",SP,145,Metalúrgica,Carbono,"Perfis; Metalon; Chapa",Tubo,"FATO: listada com CNAE de montagem de estruturas metálicas e telefone em Novo Horizonte.",Baixo,Baixo,"Montagem de estruturas metálicas","Montagem — validar se fabrica ou só monta","Não identificado","Não identificado","(17) 3542-3280","Não identificado","Não identificado","Não identificado","Vila Patti — Novo Horizonte/SP","listagens CNPJ JRB Montagens Novo Horizonte",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Ligar: se compram aço ou só montam estrutura de terceiros","Validar se há compra de aço","Montadora em Novo Horizonte — possível comprador indireto","Só avançar se confirmarem compra própria de perfis/chapa.","Pode ser só montagem — baixa prioridade até validar.",
ARA-082,"CARBAT — Soluções Metálicas / Carbat do Brasil","Não identificado","Três Lagoas",MS,165,Metalúrgica,"Carbono; Inox","Chapa; Perfis; Tubo","Inox; Aço galvanizado — Provável — validar","FATO: site carbat.com.br — +30 anos; caldeiraria, estruturas metálicas, usinagem, jateamento/pintura; parque ~25 mil m²; aço carbono/inox/galvanizado.",Alto,Alto,"Caldeiraria + estruturas metálicas + usinagem","Estruturas, caldeiraria, peças usinadas, montagem industrial","Carteira nacional (ex.: obras eletromecânicas / celulose na região)","Não identificado","(67) 3524-2427","Não identificado","Não identificado",https://carbat.com.br/,"Rodovia BR-262, Km 11,5 — Três Lagoas/MS","carbat.com.br; LinkedIn CARBAT Soluções Metálicas",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Ligar: mix chapa/perfil/inox e volume mensal","Aço estrutural e chapa para caldeiraria","Grande transformador em Três Lagoas/MS (~165 km)","Abordagem industrial. Perguntar carbono vs inox.","⭐ MULTIPRODUTO. Não confundir com CARBAT Carbono Ativado (mesmo eixo BR-262).",
ARA-083,"Raízen — Parque de Bioenergia Univalem","Não identificado (filial)",Valparaíso,SP,60,Indústria,"Carbono; Inox","Chapa / estruturas via contratadas — Provável — validar","Inox para processo; Tubos","FATO: UDOP — Raízen Parque de Bioenergia Univalem em Valparaíso; usina ativa CFA.",Alto,Alto,"Usina de açúcar e etanol",Açúcar/etanol/energia,"Operação contínua — validar projetos","Não identificado","(18) 3401-9000 / (18) 3401-9011","Não identificado","Não identificado",https://www.raizen.com.br/,"Rod. Dr. Plácido Rocha (SP-541) — Sapé / Zona Rural — Valparaíso/SP — CEP 16880-000","udop.com.br Univalem; solutudo",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Agrupar rota Valparaíso com Da Mata; mapear caldeirarias","Manutenção industrial (chapa + inox)","Grande usina Raízen a ~60 km","Indireta via caldeirarias / portal Raízen.","Cluster Raízen: Destivale, Gasa, Mundial, Benálcool, Univalem.",
ARA-084,"Raízen — Parque de Bioenergia Benálcool","Não identificado (filial)","Bento de Abreu",SP,50,Indústria,"Carbono; Inox","Chapa / estruturas via contratadas — Provável — validar","Inox para processo","FATO: UDOP/CONSECANA — Raízen Parque de Bioenergia Benálcool em Bento de Abreu.",Alto,Alto,"Usina de açúcar e etanol",Açúcar/etanol,"Operação contínua — validar","Não identificado","(18) 3601-9000 / (18) 3601-9010","Não identificado","Não identificado",https://www.raizen.com.br/,"Fazenda Lago Azul — Parque Industrial Benálcool — Bento de Abreu/SP — CEP 16790-000","udop.com.br Benálcool; consecana.com.br",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Mapear contratadas de manutenção na safra","Aço para manutenção de usina","Usina Raízen a ~50 km","Indireta via caldeirarias locais.","Rota Bento de Abreu / Valparaíso / Guararapes.",
ARA-085,"Raízen — Parque de Bioenergia Mundial","Não identificado (filial)",Mirandópolis,SP,70,Indústria,"Carbono; Inox","Chapa / estruturas via contratadas — Provável — validar","Inox para processo","FATO: UDOP — Raízen Parque de Bioenergia Mundial em Mirandópolis; produção açúcar/etanol.",Alto,Alto,"Usina de açúcar e etanol","Açúcar exportação, etanol anidro/hidratado","Operação contínua — validar","Não identificado","(18) 3701-9100","Não identificado","Não identificado",https://www.raizen.com.br/,"Estr. Municipal Mirandópolis–Pacaembu, Km 13,5 — Monte Serrat — Mirandópolis/SP — CEP 16800-000","udop.com.br Mundial; raizen.com endereços",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Rota Mirandópolis com Gasa/Andradina","Manutenção industrial","Usina Raízen a ~70 km no eixo Andradina","Indireta via Passador e portal Raízen.","Cluster próximo a Destivale/Gasa/Univalem.",
ARA-086,"Da Mata S/A Açúcar e Álcool",08.110.543/0001-73,Valparaíso,SP,60,Indústria,"Carbono; Inox","Chapa / estruturas via contratadas — Provável — validar","Inox para processo; Tubos","FATO: matriz Da Mata em Valparaíso (CNPJ ativo); usina CFA; telefone e site públicos.",Alto,Alto,"Usina de açúcar e etanol",Açúcar/etanol/energia,"Operação contínua — validar reformas","Não identificado","(18) 3401-7000 / (18) 3401-7007","Não identificado","contabilidade@damata.ind.br / conduta@damata.ind.br",https://damata.ind.br/,"Estrada Municipal VPS-321, Km 22,8 — Zona Rural — Valparaíso/SP — CEP 16880-000","damata.ind.br; juridicoonline CNPJ; LinkedIn Usina Da Mata",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Contato suprimentos; mapear caldeirarias da usina","Manutenção industrial (inox em processo)","Grande usina independente a ~60 km (Vizinha da Univalem)","Indireta via caldeirarias; ou e-mail institucional.","Grupo com filiais agrícolas na região — foco na unidade industrial Valparaíso.",
